PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,OFF FORM,OFF PLAY,PLAY DIR,DEF FRONT,COVERAGE,BLITZ,QTR,GN/LS
55,K,,,M,-40,KO,Return,TEXAS BROWN,,,,,,2,
56,D,1,10,L,-35,Pass,Penalty,UTAH RED,,R,,,,2,15
57,D,1,10,L,50,Pass,Complete,IOWA BLACK,,L,,,,2,15
58,D,1,10,L,35,Run,Rush,IOWA BLACK,,R,,,,2,1
59,D,2,9,L,34,Pass,Complete,IOWA BLACK,,R,,,,2,15
60,D,1,10,R,19,Pass,Complete,UTAH RED,,L,,,,2,1
61,D,2,9,L,18,Pass,Incomplete,UTAH RED,,L,,,,2,0
62,D,3,9,L,18,Run,Penalty,IOWA BLACK,,R,,,,2,-5
63,S,,,,,,,,,,,,,2,
64,D,4,14,R,23,Pass,Incomplete,IOWA BLACK,,R,,,,2,0
65,O,1,10,L,-23,Pass,Incomplete,IOWA BLACK,,R,,,,2,0
66,O,2,10,L,-23,Run,Rush,Twins Split,,L,,,,2,7
67,K,,,M,-40,KO,Return,,,,,,,3,
68,D,1,10,L,-25,Run,Rush,IOWA BLACK,,L,,,,3,-8
69,D,2,18,L,-17,Pass,Penalty,IOWA BLACK,,R,,,,3,15
70,D,2,3,R,-32,Pass,Incomplete,IOWA BLACK,,R,,,,3,0
71,D,3,3,R,-32,,Penalty,,,,,,,3,-5
72,D,3,8,R,-27,Pass,Incomplete,IOWA BLACK,,L,,,,3,0
73,K,4,8,R,-27,Fake Punt,Rush,,,L,,,,3,
74,O,1,10,L,2,Run,"Rush, TD",Twins Split,,R,,,,3,2
75,K,,,M,3,Extra Pt.,Good,,,,,,,3,
76,K,,,M,-40,KO,Return,,,,,,,3,
77,D,1,10,L,-33,Pass,Complete,IOWA BLACK,,L,,,,3,7
78,D,2,3,L,-40,Pass,Incomplete,IOWA BLACK,,R,,,,3,0
79,D,3,3,L,-40,Run,Rush,IOWA BLACK,,L,,,,3,11
80,D,1,10,L,49,Pass,Complete,IOWA BLACK,,R,,,,3,8
81,D,2,2,R,41,Pass,Complete,IOWA BLACK,,L,,,,3,6
82,D,1,10,L,35,Pass,Complete,IOWA BLACK,,R,,,,3,34
83,D,1,1,R,1,,Penalty,IOWA BLACK,,,,,,3,0
84,D,1,1,R,1,Run,"Rush, TD",IOWA BLACK,,R,,,,3,1
85,K,,,M,3,2 Pt. Defend,No Good,IOWA BLACK STACK,,L,,,,3,
86,K,,,M,-40,Onside Kick,Return,,,,,,,3,
87,O,1,10,L,-48,Run,Rush,Wyoming brown,,R,,,,3,-3
88,O,2,13,R,-45,Pass,"Complete, TD",WISCONSIN RED,,L,,,,3,55
89,K,,,M,3,Extra Pt.,Good,,,,,,,3,
90,K,,,M,-40,KO,Return,TEXAS BROWN,,,,,,3,
91,D,1,10,M,-31,Pass,Complete,IOWA BLACK,,R,,,,3,0
92,D,2,10,R,-31,Pass,Complete,IOWA BLACK,,L,,,,3,7
93,D,3,3,L,-38,Pass,Penalty,IOWA BLACK,,R,,,,3,10
94,D,1,10,M,-48,Pass,Incomplete,IOWA BLACK,,R,,,,3,0
95,D,2,10,M,-48,Pass,Complete,IOWA BLACK,,L,,,,3,25
96,D,1,10,L,27,Pass,Penalty,IOWA BLACK,,L,,,,3,10
97,D,1,10,L,17,Pass,Complete,UTAH RED,,R,,,,3,-2
98,D,2,12,R,19,Pass,Incomplete,IOWA BLACK,,L,,,,3,0
99,D,3,12,R,19,Pass,Complete,IOWA BLACK,,L,,,,3,14
100,D,1,5,L,5,Run,"Rush, TD",IOWA BLACK,,R,,,,3,5
101,K,,,M,3,2 Pt. Defend,No Good,IOWA BLACK,,L,,,,3,
102,K,,,M,-40,Onside Kick,Return,,,,,,,3,
103,O,1,10,R,-49,Run,Rush,IOWA BLACK,,L,,,,3,-1
104,O,2,11,M,-48,Pass,Complete,Wyoming brown,,L,,,,3,12
105,O,1,10,L,40,Run,Penalty,Twins Split,,R,,,,3,-10
106,O,1,20,M,50,Pass,Incomplete,IOWA BLACK,,R,,,,4,0
107,O,2,20,M,50,Pass,Complete,FLA. BLUE,,L,,,,4,10
108,O,3,10,L,40,Pass,Complete,FLA. BLUE,,R,,,,4,16
109,O,1,10,R,24,Run,Rush,Twins Split,,L,,,,4,1
110,O,2,9,R,23,Pass,Incomplete,Twins Split,,R,,,,4,0
111,O,3,9,R,23,Run,Rush,Wyoming brown,,L,,,,4,11
112,O,1,10,L,12,Run,Rush,Wyoming brown,,R,,,,4,-8
113,O,2,18,M,20,Pass,Complete,WISCONSIN RED,,R,,,,4,8
114,O,3,10,R,12,Pass,Incomplete,IOWA BLACK,,R,,,,4,0
115,K,4,10,R,12,FG,Good,,,,,,,4,
116,K,,,M,-40,KO,Return,TEXAS BROWN,,,,,,4,
117,D,1,10,L,-34,,Timeout,FLA. BLUE,,,,,,4,0
118,D,1,10,L,-34,Pass,Incomplete,IOWA BLACK,,R,,,,4,0
119,D,2,10,L,-34,Run,Rush,IOWA BLACK,,R,,,,4,-7
120,D,3,17,R,-27,Pass,Complete,IOWA BLACK,,R,,,,4,8
121,D,4,9,R,-35,Pass,Penalty,IOWA BLACK,,R,,,,4,6
122,O,1,10,L,41,Run,Rush,Twins Split,,R,,,,4,6
123,O,2,4,L,35,Run,Rush,Twins Split,,R,,,,4,3
124,O,3,1,L,32,Pass,Complete,,,R,,,,4,15
125,O,1,10,R,17,Run,Rush,Twins Split,,R,,,,4,2
126,O,2,8,R,15,Pass,"Complete, TD",WISCONSIN RED,,R,,,,4,15
127,K,,,M,3,Extra Pt.,Good,,,,,,,4,
128,K,,,M,-40,KO,Return,TEXAS BROWN,,,,,,4,
129,D,1,10,L,45,Pass,Complete,IOWA BLACK,,R,,,,4,9
130,D,2,1,R,36,Pass,Interception,IOWA BLACK,,R,,,,4,0
131,O,1,10,L,-5,Pass,Complete,OREGON GREEN,,R,,,,4,-2
132,O,2,12,R,-3,Run,Rush,,,L,,,,4,22
133,O,1,10,R,-25,Run,Rush,Twins Split,,L,,,,4,2
134,O,2,8,M,-27,Run,Rush,WISCONSIN RED,,R,,,,4,2
135,O,3,6,M,-29,Run,Rush,Twins Split,,R,,,,4,5
1,K,,,M,-40,KO Rec,Out of Bounds,,,,,,,1,
2,O,1,10,L,-38,Run,Rush,OHIO SCARLET UNDER,ISO RIGHT,R,,,,1,2
3,O,2,8,M,-40,Run,Rush,Wyoming GOLD PISTOL,DUO LEFT,L,,,,1,11
4,O,1,10,L,49,Pass,Incomplete,OHIO SCARLET UNDER,ISO LEFT BOOT RIGHT,R,,,,1,0
5,O,2,10,M,49,Run,Rush,Wyoming brown,DUO RIGHT,R,,,,1,9
6,O,3,1,M,40,Run,Rush,Wyoming brown,DUO RIGHT,R,,,,1,0
7,O,4,1,R,40,Run,Rush,MICH MAIZE,SPEED OPTION LEFT,L,,,,1,16
8,O,1,10,L,24,Run,Rush,OHIO SCARLET UNDER,ISO RIGHT,L,,,,1,0
9,O,2,10,L,24,Pass,Complete,OHIO SCARLET UNDER,ISO LEFT BOOT RIGHT,R,,,,1,4
10,O,3,6,R,20,Run,Rush,WISCONSIN RED,50 FORD,R,,,,1,7
11,O,1,10,R,13,Run,Rush,WYOMING GOLD,TOSS LEFT,L,,,,1,4
12,O,2,6,L,9,Pass,Complete,WISCONSIN WHITE,81 Y CORNER,L,,,,1,4
13,O,3,2,L,5,Run,Penalty,Wyoming brown,DUO RIGHT,R,,,,1,-6
14,S,,,,,,,,,,,,,1,
15,O,3,8,R,11,Pass,"Complete, TD",WYOMING GOLD,81 Y CORNER,L,,,,1,11
16,K,,,M,3,Extra Pt.,Good,,,,,,,1,
17,K,,,M,-40,KO,Return,,,,,,,1,
18,D,1,10,L,-35,Pass,Incomplete,IOWA BLACK,,L,,,,1,0
19,D,2,10,L,-35,Pass,Complete,IOWA BLACK,,R,,,,1,5
20,D,3,5,R,-40,Pass,Complete,IOWA BLACK,,R,,,,1,7
21,D,1,10,R,-47,Pass,Penalty,UTAH RED,,L,,,,1,-2
22,D,1,12,L,-45,Pass,Incomplete,IOWA BLACK,,R,,,,1,0
23,D,2,12,L,-45,Pass,Fumble,IOWA BLACK,,R,,,,1,-3
24,O,1,10,L,42,Pass,Incomplete,IOWA BLACK,,R,,,,1,0
25,O,2,10,L,42,Run,Rush,Wyoming brown,DUO RIGHT,L,,,,1,-3
26,O,3,13,L,45,Pass,Complete,WISCONSIN WHITE TIGHT,60 Y UNDER,R,,,,1,25
27,O,1,10,R,20,Pass,Incomplete,Wyoming GOLD PISTOL,DUO LEFT SLOW,L,,,,1,0
28,O,2,10,R,20,Run,Rush,Wyoming GOLD PISTOL,TOSS LEFT,L,,,,1,7
29,O,3,3,L,13,Run,Rush,MICH. BLUE,SPEED OPTION RIGHT,R,,,,1,0
30,O,4,3,R,13,,Timeout,IOWA BLACK,,,,,,1,0
31,O,4,3,R,13,Pass,Complete,OHIO GRAY UNDER,ISO RIGHT BOOT LEFT,L,,,,1,6
32,O,1,7,L,7,Run,Rush,OHIO SCARLET,QB SWEEP,R,,,,1,4
33,O,2,3,R,3,,Timeout,,,,,,,1,0
34,O,2,3,R,3,Run,"Rush, TD",Wyoming brown,ISO RIGHT (LOCKED),R,,,,2,3
35,S,,,,,,,,,,,,,2,
36,K,,,M,3,Extra Pt.,Good,,,,,,,2,
37,K,,,M,-40,KO,Return,TEXAS BROWN,,,,,,2,
38,D,1,10,L,-12,Pass,Penalty,IOWA BLACK,,R,,,,2,-6
39,D,1,16,R,-6,Pass,Complete,IOWA BLACK,,L,,,,2,24
40,D,1,10,M,-30,Pass,Incomplete,IOWA BLACK,,R,,,,2,0
41,D,2,10,M,-30,Run,Rush,IOWA BLACK,,R,,,,2,2
42,D,3,8,R,-32,Pass,Complete,IOWA BLACK,,L,,,,2,6
43,D,4,2,L,-38,Pass,Complete,IOWA BLACK,,R,,,,2,3
44,D,1,10,R,-41,Pass,Incomplete,UTAH RED,,L,,,,2,0
45,D,2,10,R,-41,Run,Rush,IOWA BLACK,,R,,,,2,12
46,D,1,10,R,47,Pass,Complete,UTAH RED,,L,,,,2,7
47,D,2,3,L,40,Run,Rush,UTAH RED,,L,,,,2,3
48,S,,,,,,,,,,,,,2,
49,D,1,10,L,37,Run,"Rush, TD",IOWA BLACK,,R,,,,2,37
50,K,,,M,3,2 Pt. Defend,No Good,IOWA BLACK STACK,,R,,,,2,
51,K,,,M,-40,KO Rec,Return,,,,,,,2,
52,O,1,10,R,-30,Run,Rush,WISCONSIN RED,H AROUND,R,,,,2,9
53,O,2,1,R,-39,Run,Rush,Wyoming brown,DUO RIGHT,R,,,,2,7
54,O,1,10,R,-46,Pass,Complete,Wyoming GOLD PISTOL,DUO LEFT SLOW,L,,,,2,44
55,O,1,10,M,10,Run,Rush,Wyoming brown,ISO RIGHT,R,,,,2,4
56,O,2,6,R,6,Run,"Rush, TD",Wyoming brown,SPEED OPTION LEFT,L,,,,2,6
57,S,,,,,,,,,,,,,2,
58,K,,,M,3,Extra Pt.,Good,,,,,,,2,
59,K,,,M,-40,KO,Return,,,,,,,2,
60,D,1,10,L,-35,Pass,Penalty,UTAH RED,,R,,,,2,15
61,S,,,,,,,,,,,,,2,
62,S,,,,,,,,,,,,,2,
63,D,1,10,L,50,Pass,Complete,IOWA BLACK,,R,,,,2,15
64,D,1,10,R,35,Run,Rush,IOWA BLACK,,R,,,,2,1
65,D,2,9,M,34,Pass,Complete,IOWA BLACK,,R,,,,2,15
66,D,1,10,R,19,Pass,Complete,UTAH RED,,L,,,,2,1
67,D,2,9,L,18,Pass,Complete,UTAH RED,,L,,,,2,0
68,D,3,9,L,18,Run,Penalty,IOWA BLACK,,R,,,,2,-9
69,D,3,18,R,27,Pass,Complete,IOWA BLACK,,R,,,,2,4
70,D,4,15,R,23,Pass,Incomplete,IOWA BLACK,,R,,,,2,0
71,O,1,10,L,-23,Pass,Incomplete,IOWA BLACK,,R,,,,2,0
72,S,,,,,,,,,,,,,2,
73,O,2,10,L,-23,Run,Rush,OHIO SCARLET UNDER,ISO RIGHT,L,,,,2,7
74,S,,,,,,,,,,,,,2,
75,S,,,,,,,,,,,,,2,
76,S,,,,,,,,,,,,,2,
77,S,,,,,,,,,,,,,2,
78,S,,,,,,,,,,,,,2,
79,S,,,,,,,,,,,,,2,
80,S,,,,,,,,,,,,,2,
81,S,,,,,,,,,,,,,2,
82,S,,,,,,,,,,,,,2,
83,S,,,,,,,,,,,,,2,
84,S,,,,,,,,,,,,,2,
85,K,,,M,-40,KO,Return,,,,,,,3,
86,D,1,10,L,-25,Run,Penalty,IOWA BLACK,,R,,,,3,-8
87,D,2,18,L,-17,Pass,Penalty,IOWA BLACK,,R,,,,3,15
88,S,,,,,,,,,,,,,3,
89,D,2,3,M,-32,Pass,Incomplete,IOWA BLACK,,R,,,,3,0
90,D,3,3,R,-32,,Penalty,,,,,,,3,-5
91,D,3,8,R,-27,Pass,Incomplete,IOWA BLACK,,L,,,,3,0
92,D,4,8,R,-27,Run,Rush,,,R,,,,3,-25
93,O,1,2,L,2,Run,"Rush, TD",Wyoming brown,DUO RIGHT,R,,,,3,2
94,K,,,M,3,Extra Pt.,Good,,,,,,,3,
95,K,,,M,-40,KO,Return,,,,,,,3,
96,D,1,10,L,-33,Pass,Complete,IOWA BLACK,,L,,,,3,7
97,D,2,3,L,-40,Pass,Incomplete,IOWA BLACK,,R,,,,3,0
98,D,3,3,L,-40,Run,Rush,IOWA BLACK,,L,,,,3,11
99,S,,,,,,,,,,,,,3,
100,D,1,10,L,49,Pass,Complete,IOWA BLACK,,R,,,,3,8
101,D,2,2,R,41,Pass,Complete,IOWA BLACK,,L,,,,3,6
102,S,,,,,,,,,,,,,3,
103,D,1,10,L,35,Pass,Complete,IOWA BLACK,,R,,,,3,34
104,S,,,,,,,,,,,,,3,
105,D,1,1,R,1,Run,"Rush, TD",WISCONSIN RED,,R,,,,3,1
106,K,,,M,3,2 Pt. Defend,No Good,,,L,,,,3,
107,K,,,M,-40,Onside Kick,Return,TEXAS BROWN,,,,,,3,
108,O,1,10,L,-48,Run,Rush,Wyoming brown,DUO RIGHT,R,,,,3,-3
109,O,2,13,R,-45,Pass,"Complete, TD",WISCONSIN RED,51 CADILLAC,L,,,,3,55
110,K,,,M,3,Extra Pt.,Good,,,,,,,3,
111,K,,,M,-40,KO,Return,,,,,,,3,
112,D,1,10,M,-31,Pass,Complete,IOWA BLACK,,R,,,,3,0
113,D,2,10,R,-31,Pass,Complete,IOWA BLACK,,L,,,,3,7
114,D,3,3,L,-38,Pass,Penalty,IOWA BLACK,,R,,,,3,10
115,S,,,,,,,,,,,,,3,
116,D,1,10,M,-48,Pass,Incomplete,IOWA BLACK,,R,,,,3,0
117,D,2,10,M,-48,Pass,Complete,IOWA BLACK,,L,,,,3,25
118,D,1,10,L,27,Pass,Penalty,IOWA BLACK,,L,,,,3,10
119,S,,,,,,,,,,,,,3,
120,D,1,10,R,17,Pass,Complete,UTAH RED,,L,,,,3,-2
121,D,2,12,R,19,Pass,Complete,IOWA BLACK,,L,,,,3,0
122,D,3,12,R,19,Pass,Complete,IOWA BLACK,,L,,,,3,14
123,D,1,5,L,5,Run,"Rush, TD",IOWA BLACK,,L,,,,3,5
124,K,,,M,3,2 Pt. Defend,No Good,,,L,,,,3,
125,K,,,M,-40,Onside Kick,Return,,,,,,,3,
126,O,1,10,R,-49,Run,Rush,WISCONSIN RED,H AROUND,L,,,,3,-1
127,O,2,11,M,-48,Pass,Complete,WYOMING GOLD,81 Z COMEBACK,L,,,,3,12
128,O,1,10,L,40,Run,Penalty,WISCONSIN RED,,R,,,,3,-10
129,O,1,20,M,50,,Timeout,,,,,,,3,0
130,O,1,20,M,50,Pass,Incomplete,IOWA BLACK,61 H OVER,R,,,,4,0
131,O,2,20,M,50,Pass,Complete,FLA ORANGE T LT,81 Z COMEBACK,L,,,,4,10
132,O,3,10,L,40,Pass,Complete,FLA. BLUE,80 Z COMEBACK,R,,,,4,16
133,O,1,10,R,24,Run,Rush,WYOMING GOLD,DUO LEFT,L,,,,4,1
134,O,2,9,R,23,Pass,Incomplete,Twins Split,DUO RIGHT SLOW,R,,,,4,0
135,O,3,9,R,23,Run,Rush,Wyoming brown,,L,,,,4,11
136,O,1,10,L,12,,Timeout,,,L,,,,4,0
137,O,1,10,L,12,Pass,Sack,Wyoming brown,,R,,,,4,-8
138,O,2,18,M,20,Pass,Complete,WISCONSIN RED,50 DODGE,R,,,,4,8
139,O,3,10,R,12,Pass,Incomplete,IOWA BLACK,,R,,,,4,0
140,K,4,10,R,12,FG,Good,,,,,,,4,
141,K,,,M,-40,KO,Return,,,,,,,4,
142,D,1,10,L,-34,Pass,Incomplete,IOWA BLACK,,R,,,,4,0
143,D,2,10,L,-34,Run,Rush,IOWA BLACK,,R,,,,4,-7
144,D,3,17,R,-27,Pass,Complete,IOWA BLACK,,R,,,,4,8
145,D,4,9,R,-35,Pass,Penalty,IOWA BLACK,,R,,,,4,6
146,O,1,10,L,41,Run,Rush,Wyoming brown,DUO RIGHT,R,,,,4,6
147,O,2,4,L,35,Run,Rush,Twins Split,,R,,,,4,3
148,O,3,1,L,32,Pass,Complete,Twins Split,,R,,,,4,15
149,O,1,10,R,17,Run,Rush,WISCONSIN WHITE PISTOL,ISO RIGHT,R,,,,4,2
150,O,2,8,R,15,Pass,"Complete, TD",Twins Split,,R,,,,4,15
151,K,,,M,3,Extra Pt.,Good,,,,,,,4,
152,K,,,M,-40,KO,Return,,,,,,,4,
153,D,1,10,L,45,Pass,Complete,IOWA BLACK,,R,,,,4,9
154,D,2,1,R,36,Pass,Interception,IOWA BLACK,,R,,,,4,
155,O,1,10,L,-5,Run,Rush,OREGON GREEN,,R,,,,4,-2
156,O,2,12,R,-3,,Timeout,,,,,,,4,0
157,O,2,12,R,-3,Run,Rush,WISCONSIN RED,,L,,,,4,22
158,O,1,10,R,-25,Run,Rush,DBL Slot,,L,,,,4,2
159,O,2,8,M,-27,Run,Rush,Twins Split,,R,,,,4,2
160,O,3,6,M,-29,Run,Rush,Twins Split,,R,,,,4,5
